6.329 0.053
13.608 0.109
22.152 0.116
27.848 0.144
32.595 0.291
41.139 0.361
53.165 0.432
62.025 0.537
72.785 0.684
84.177 0.839
97.468 1.112
106.646 1.477
111.709 2.193
111.709 2.747
113.291 3.119
117.089 2.481
118.987 2.060
119.304 1.737
121.203 1.498
124.684 1.302
130.380 1.253
137.975 1.218
146.835 1.196
156.646 1.133
167.089 1.161
175.316 1.098
185.759 1.189
196.203 1.105
